4.059863,-8.386413,3.562746,12.51509,9.753415,8.492603,-7.76426,0.04884612,3.91978,16.2198,-7.860101,-10.09855,-0.1576872,-24.30514
-12.86227,-13.89933,-16.64534,-20.03343,-9.897173,12.12692,-6.78246,4.195575,1.644409,18.60354,4.279099,10.51185,12.66231,16.09629
-12.50576,-27.32033,-7.695794,-24.50147,-20.92288,-4.516547,-19.2026,-1.489176,0.7719641,20.13662,7.43891,34.21016,14.81858,40.77831
-16.49612,-25.79848,-8.690692,-10.23942,-7.640343,1.094997,-14.75168,-6.69966,-4.070782,13.62956,10.72684,20.41799,21.26503,27.25273
-14.37815,-34.57397,-10.17104,-11.19482,-13.09349,-3.254492,-25.271,-5.532763,-3.844674,16.34868,12.74115,29.39146,23.55128,39.28179
-8.013583,-24.94998,-9.504778,-11.59973,-11.12532,-6.24742,-17.72661,4.553195,1.243778,0.1431478,4.611742,23.17124,20.67232,34.77197
-3.127426,-18.97329,-4.503264,-18.24059,-5.916383,2.042979,-12.24721,7.836746,12.26481,0.3313445,3.762057,15.70069,-2.996371,24.06589
3.765261,-25.52263,5.800508,-3.909966,-0.2556795,-3.310685,-14.35421,2.880289,6.798491,14.40186,-4.506038,7.503399,-4.788263,15.49763
-1.920855,-19.04953,-6.241366,-1.358986,9.869667,-7.145071,-5.89751,-3.092873,-7.322628,-12.16302,5.457515,10.7871,17.23383,20.8437
-13.66231,-11.33286,-14.02255,-9.235312,0.7664572,-1.863958,1.296803,7.424704,-3.468406,-26.07847,9.817654,12.06399,20.32049,27.97374
-27.7843,-0.223003,-12.9744,-23.05571,-8.401031,5.351867,16.10064,18.84504,0.7257838,-14.41083,-1.127705,8.204486,12.9159,25.83326
-23.6273,2.51493,-16.16959,-30.52859,-12.45372,3.25345,12.12704,6.271763,3.738259,-1.940585,12.74958,13.94997,5.979374,24.13543
5.540925,6.892982,1.713635,-12.18268,-10.15516,-2.50306,14.72804,6.497185,-6.002897,-5.640083,-2.080287,-1.124121,-1.365056,5.680583
14.37547,2.209518,7.278022,5.63851,-3.780446,-5.149712,7.843596,1.98503,-7.662038,4.928407,-5.818754,-11.27008,-7.68046,-2.897066
18.16577,13.73083,11.1596,14.00308,9.556889,7.067433,8.533123,6.345664,0.3987585,6.940219,-19.72491,-31.35377,-25.85285,-18.96983
12.37594,10.46048,10.47074,3.824466,0.6280816,-2.486559,6.514018,-2.064284,-0.6836572,5.931438,-4.128236,-22.13127,-17.33882,-1.372329
5.905656,-0.9205543,10.13601,3.444626,-10.17862,-16.25874,-3.820793,-10.44341,-11.7605,-1.709775,9.973151,4.063912,8.705495,12.86353
21.31079,-2.684175,11.35636,4.573421,-8.341081,-15.06491,-1.49316,-5.449122,-5.003312,-26.84191,7.042658,2.854003,12.53312,5.207316
24.68562,1.261964,11.64678,8.084232,-5.114126,-7.117663,1.607436,-6.044461,-12.98928,-25.82464,4.042615,-6.632495,2.130395,10.26362
12.31202,15.92711,7.328986,5.47267,6.386598,2.878762,11.04615,3.384005,-3.661988,-16.73757,-12.85969,-13.75386,-13.37856,-4.344613
13.4843,9.869528,-1.359186,1.364699,-5.292756,-5.47094,16.29807,-0.04329962,-6.280314,-23.97577,3.171813,-4.601634,0.2996764,2.535829
15.78019,7.702293,3.380779,11.13773,-0.3660901,-12.2544,7.646911,-10.93007,-15.84191,-23.60351,2.947041,-3.959975,7.746863,10.61415
2.980463,-2.680335,0.1487199,1.366778,-8.989027,-15.12793,2.174237,-3.02067,-6.625808,-13.2476,8.639277,12.46978,7.428678,14.48344
2.624014,9.568153,-1.796964,0.2058984,-12.34369,-7.837832,22.33763,5.056697,-6.763691,-6.836516,1.625014,1.480684,-8.661792,1.342399
16.40773,0.5208172,9.12239,3.772112,-8.995358,-7.196135,1.004237,-7.372983,-13.84783,-15.46238,1.710852,15.37588,-6.324263,11.28493
13.82721,6.434174,11.29634,0.9304839,-7.136884,-7.090225,-10.1617,-12.17523,-7.070868,-2.267017,9.172122,4.908733,1.836471,-2.503619
4.145486,9.116798,9.35623,-5.707119,-2.693834,0.6207688,-46.8415,-10.47072,5.7229,7.129065,16.04872,3.342285,7.997064,2.233867
