Time(ms),ID,Gaze_X,Gaze_Y,Gaze_Z,TrackingObject,FixationDuration,PreviousAOI,CurrentAOI,PupilLeft,PupilRight,PupilCombined,SaccadeSpeed,HeadYaw,HeadPitch,Blink,LookAheadCarID,LookAheadCarType,LookAheadCarSpeed,Distance,LookAheadCar_PosX,LookAheadCar_PosY,LookAheadCar_PosZ
12.2,033_04Jul2026_1601,-1.817902,1.944053,-0.1943017,Plane,1.203741,None,Plane,4.20559,4.195096,4.200343,97.16686,180,0,FALSE,,,0,11.67,0,0,0
12.3,033_04Jul2026_1601,-1.803832,1.947157,-0.2103768,Plane,1.309763,None,Plane,4.205125,4.217901,4.211513,11.13151,180,0,FALSE,,,0,11.59,0,0,0
12.4,033_04Jul2026_1601,-1.792216,1.952263,-0.2222489,Plane,1.399159,None,Plane,4.231182,4.225849,4.228516,17.54659,180,0,FALSE,,,0,13.15,0,0,0
12.5,033_04Jul2026_1601,-1.77814,1.956065,-0.2331097,Plane,1.498797,None,Plane,4.155738,4.156902,4.156321,9.550793,180,0,FALSE,,,0,13.02,0,0,0
12.6,033_04Jul2026_1601,-1.766372,1.965394,-0.2415379,Plane,1.609814,None,Plane,4.01779,4.069874,4.043832,10.22727,180,0,FALSE,,,0,14.71,0,0,0
12.7,033_04Jul2026_1601,-1.759964,1.971863,-0.2470594,Plane,1.699532,None,Plane,4.052881,4.040418,4.04665,52.84377,180,0,FALSE,,,0,13.79,0,0,0
12.8,033_04Jul2026_1601,-1.755352,1.973164,-0.2444458,Plane,1.810129,None,Plane,4.111515,4.11004,4.110778,18.26123,180,0,FALSE,,,0,12.65,0,0,0
12.9,033_04Jul2026_1601,-1.753747,1.973562,-0.2350673,Plane,1.898794,None,Plane,4.119874,4.177629,4.148751,28.31392,180,0,FALSE,,,0,12.09,0,0,0
13,033_04Jul2026_1601,-1.751256,1.975151,-0.2230334,Plane,1.999719,None,Plane,4.226661,4.312289,4.269475,26.5596,180,0,FALSE,,,0,12.43,0,0,0
13.1,033_04Jul2026_1601,-1.748811,1.978889,-0.2071798,Plane,2.11031,None,Plane,4.335689,4.444771,4.39023,35.95289,180,0,FALSE,,,0,13.71,0,0,0
13.2,033_04Jul2026_1601,-1.747748,1.980291,-0.1901832,Plane,2.198767,None,Plane,4.3776,4.507097,4.442348,148.0278,180,0,FALSE,,,0,13.32,0,0,0
13.3,033_04Jul2026_1601,-1.748647,1.980947,-0.169973,Plane,2.309573,None,Plane,4.419477,4.44616,4.432818,27.98434,180,0,FALSE,,,0,15.13,0,0,0
13.4,033_04Jul2026_1601,-1.746446,1.981137,-0.1487279,Plane,2.401852,None,Plane,4.41002,4.448331,4.429175,25.68142,180,0,FALSE,,,0,14.95,0,0,0
13.5,033_04Jul2026_1601,-1.741165,1.983871,-0.1182796,Plane,2.502046,None,Plane,4.384397,4.497121,4.440759,128.1799,180,0,FALSE,,,0,13.65,0,0,0
13.6,033_04Jul2026_1601,-1.731408,1.985686,-0.08397682,Plane,2.602957,None,Plane,4.353438,4.512223,4.432831,100.7811,180,0,FALSE,,,0,12.04,0,0,0
13.7,033_04Jul2026_1601,-1.714704,1.986075,-0.04884082,Plane,2.70265,None,Plane,4.26403,4.40616,4.335094,40.4627,180,0,FALSE,,,0,11.28,0,0,0
13.8,033_04Jul2026_1601,-1.694478,1.985412,-0.01837526,Plane,2.80301,None,Plane,4.227831,4.296464,4.262147,38.49199,180,0,FALSE,,,0,12.05,0,0,0
13.9,033_04Jul2026_1601,-1.673639,1.983402,0.007803641,Plane,2.903101,None,Plane,4.144412,4.205007,4.174709,96.65431,180,0,FALSE,,,0,17.78,0,0,0
14,033_04Jul2026_1601,-1.646945,1.979126,0.0315989,Plane,3.002888,None,Plane,4.034496,4.178653,4.106574,169.2198,180,0,FALSE,,,0,11.82,0,0,0
14.1,033_04Jul2026_1601,-1.620113,1.973571,0.04889996,Plane,3.102701,None,Plane,3.984985,4.096805,4.040895,54.85486,180,0,FALSE,,,0,9.16,0,0,0
14.2,033_04Jul2026_1601,-1.59705,1.971657,0.06152771,Plane,3.202989,None,Plane,3.853759,4.005378,3.929568,32.4457,180,0,FALSE,,,0,10.28,0,0,0
14.3,033_04Jul2026_1601,-1.575697,1.97053,0.07156619,Plane,3.303286,None,Plane,3.788913,3.983014,3.885964,27.66313,180,0,FALSE,,,0,11.21,0,0,0
14.4,033_04Jul2026_1601,-1.554212,1.969506,0.07802971,Plane,3.403022,None,Plane,3.643009,3.895433,3.769221,141.8572,180,0,FALSE,,,0,19.5,0,0,0
14.5,033_04Jul2026_1601,-1.537213,1.969572,0.08149833,Plane,3.503039,None,Plane,3.591709,3.735452,3.66358,9.063911,180,0,FALSE,,,0,19.08,0,0,0
14.6,033_04Jul2026_1601,-1.520764,1.970203,0.08212808,Plane,3.603251,None,Plane,3.55107,3.68788,3.619475,19.92911,180,0,FALSE,,,0,25.41,0,0,0
14.7,033_04Jul2026_1601,-1.502715,1.970647,0.08179497,TestCube,0,Plane,TestCube,3.625765,3.829372,3.727569,97.06873,180,0,FALSE,,,0,10.61,5.23,1.47,9.98
14.8,033_04Jul2026_1601,-1.479791,1.96595,0.07818093,TestCube,0.1011686,Plane,TestCube,3.639931,3.799486,3.719708,52.70707,180,0,FALSE,,,0,10.5,5.23,1.47,9.98
14.9,033_04Jul2026_1601,-1.460338,1.964878,0.07269695,TestCube,0.2001181,Plane,TestCube,3.650828,3.788599,3.719713,30.94217,180,0,FALSE,,,0,10.95,5.23,1.47,9.98
15,033_04Jul2026_1601,-1.452741,1.964848,0.06972057,TestCube,0.3002195,Plane,TestCube,3.728737,3.778012,3.753375,12.80617,180,0,FALSE,,,0,10.8,5.23,1.47,9.98
15.1,033_04Jul2026_1601,-1.451442,1.962701,0.07232226,TestCube,0.4038734,Plane,TestCube,3.794679,3.876097,3.835388,25.49198,180,0,FALSE,,,0,10.44,5.23,1.47,9.98
15.2,033_04Jul2026_1601,-1.451925,1.960055,0.07441914,TestCube,0.5036135,Plane,TestCube,3.901796,3.980887,3.941341,45.78764,180,0,FALSE,,,0,10.4,5.23,1.47,9.98
15.3,033_04Jul2026_1601,-1.456152,1.9583,0.07631414,None,0,TestCube,None,4.030383,4.095416,4.062899,50.38277,180,0,FALSE,None,None,,,,,
15.4,033_04Jul2026_1601,-1.464604,1.957757,0.07906698,Plane,0,None,Plane,4.107204,4.144804,4.126004,24.70398,180,0,FALSE,,,0,15.69,0,0,0
15.5,033_04Jul2026_1601,-1.480112,1.956724,0.08243619,Plane,0.10005,None,Plane,4.181243,4.255702,4.218472,37.24394,180,0,FALSE,,,0,15.93,0,0,0
15.6,033_04Jul2026_1601,-1.505189,1.954861,0.08635709,Plane,0.200139,None,Plane,4.281164,4.288759,4.284962,55.59064,180,0,FALSE,,,0,15.08,0,0,0
15.7,033_04Jul2026_1601,-1.536696,1.951613,0.08642954,Plane,0.2999268,None,Plane,4.264427,4.290109,4.277267,80.30295,180,0,FALSE,,,0,11.74,0,0,0
15.8,033_04Jul2026_1601,-1.571817,1.947143,0.07811885,Plane,0.3999643,None,Plane,4.119861,4.17029,4.145076,54.23238,180,0,FALSE,,,0,9.37,0,0,0
15.9,033_04Jul2026_1601,-1.608481,1.946663,0.06287043,Plane,0.4999475,None,Plane,3.962772,4.108218,4.035495,39.76534,180,0,FALSE,,,0,8.69,0,0,0
16,033_04Jul2026_1601,-1.651294,1.95019,0.03975051,Plane,0.5999441,None,Plane,3.736951,3.938726,3.837839,212.0581,180,0,FALSE,,,0,15.73,0,0,0
16.1,033_04Jul2026_1601,-1.688008,1.950763,0.009345889,Plane,0.6996918,None,Plane,4.034944,4.017184,4.026064,295.4586,180,0,FALSE,,,0,14.26,0,0,0
16.2,033_04Jul2026_1601,-1.713304,1.950821,-0.02519754,Plane,0.800396,None,Plane,4.013413,4.032141,4.022777,148.241,180,0,FALSE,,,0,8.89,0,0,0
16.3,033_04Jul2026_1601,-1.734564,1.951789,-0.06568807,Plane,0.9003601,None,Plane,3.904768,4.002702,3.953735,65.43295,180,0,FALSE,,,0,8.41,0,0,0
16.4,033_04Jul2026_1601,-1.751857,1.954478,-0.1095502,Plane,1.000063,None,Plane,3.82713,3.970861,3.898996,35.63507,180,0,FALSE,,,0,7.26,0,0,0
16.5,033_04Jul2026_1601,-1.759636,1.953665,-0.1502146,Plane,1.100176,None,Plane,3.814553,3.897769,3.856161,47.71741,180,0,FALSE,,,0,6.78,0,0,0
16.6,033_04Jul2026_1601,-1.761851,1.95156,-0.1966753,Plane,1.200159,None,Plane,3.767034,3.707591,3.737313,317.5658,180,0,FALSE,,,0,11.28,0,0,0
16.7,033_04Jul2026_1601,-1.756318,1.949641,-0.2433382,Plane,1.299788,None,Plane,3.631285,3.690282,3.660783,100.4486,180,0,FALSE,,,0,11.28,0,0,0
16.8,033_04Jul2026_1601,-1.741651,1.946906,-0.2859733,Plane,1.399979,None,Plane,3.559814,3.659247,3.609531,30.98521,180,0,FALSE,,,0,10.07,0,0,0
16.9,033_04Jul2026_1601,-1.721235,1.944555,-0.3214864,Plane,1.500145,None,Plane,3.606847,3.73114,3.668993,24.78736,180,0,FALSE,,,0,9.29,0,0,0
17,033_04Jul2026_1601,-1.700249,1.943337,-0.3466937,Plane,1.600061,None,Plane,3.680804,3.764536,3.72267,255.6211,180,0,FALSE,,,0,23.37,0,0,0
17.1,033_04Jul2026_1601,-1.678123,1.943774,-0.3649338,Plane,1.69281,None,Plane,3.625593,3.720338,3.672966,43.44526,180,0,FALSE,,,0,20.55,0,0,0
17.2,033_04Jul2026_1601,-1.649702,1.94335,-0.3831723,Plane,1.793531,None,Plane,3.565808,3.74286,3.654334,36.70393,180,0,FALSE,,,0,20.02,0,0,0
17.3,033_04Jul2026_1601,-1.61818,1.941225,-0.398297,Plane,1.892792,None,Plane,3.603206,3.85008,3.726643,30.49477,180,0,FALSE,,,0,17.2,0,0,0
17.4,033_04Jul2026_1601,-1.583458,1.94127,-0.4119182,Plane,1.99272,None,Plane,3.748274,3.783899,3.766087,190.6222,180,0,FALSE,,,0,14.39,0,0,0
17.5,033_04Jul2026_1601,-1.546148,1.942878,-0.4223793,Plane,2.092985,None,Plane,3.700007,3.806948,3.753477,47.94771,180,0,FALSE,,,0,15.22,0,0,0
17.6,033_04Jul2026_1601,-1.511764,1.944959,-0.4297611,Plane,2.193743,None,Plane,3.70702,3.809291,3.758155,26.8862,180,0,FALSE,,,0,14.14,0,0,0
17.7,033_04Jul2026_1601,-1.484174,1.945001,-0.4348424,Plane,2.294525,None,Plane,3.67021,3.887212,3.778711,6.480502,180,0,FALSE,,,0,13.38,0,0,0
17.8,033_04Jul2026_1601,-1.461913,1.942937,-0.4379549,Plane,2.394033,None,Plane,3.701213,3.775766,3.73849,36.27832,180,0,FALSE,,,0,14.63,0,0,0
17.9,033_04Jul2026_1601,-1.437685,1.941411,-0.436206,Plane,2.493616,None,Plane,3.64554,3.721948,3.683744,16.93275,180,0,FALSE,,,0,14.53,0,0,0
18,033_04Jul2026_1601,-1.412215,1.944591,-0.4325749,Plane,2.593828,None,Plane,3.637392,3.737361,3.687376,12.80117,180,0,FALSE,,,0,15.07,0,0,0
18.1,033_04Jul2026_1601,-1.396396,1.947678,-0.4255103,Plane,2.693876,None,Plane,3.666498,3.869354,3.767926,11.88203,180,0,FALSE,,,0,16.78,0,0,0
18.2,033_04Jul2026_1601,-1.38957,1.94566,-0.417016,Plane,2.793997,None,Plane,3.873263,4.032094,3.952679,28.70256,180,0,FALSE,,,0,17.85,0,0,0
18.3,033_04Jul2026_1601,-1.385906,1.939396,-0.4061775,Plane,2.893961,None,Plane,3.951293,4.054996,4.003145,21.88455,180,0,FALSE,,,0,16.63,0,0,0
18.4,033_04Jul2026_1601,-1.38127,1.939988,-0.3996345,Plane,2.993771,None,Plane,3.904763,4.029398,3.967081,23.36409,180,0,FALSE,,,0,16.65,0,0,0
18.5,033_04Jul2026_1601,-1.382567,1.940637,-0.3972299,Plane,3.093746,None,Plane,3.878499,4.066126,3.972312,8.815933,180,0,FALSE,,,0,18.78,0,0,0
18.6,033_04Jul2026_1601,-1.389366,1.944761,-0.403128,Plane,3.194082,None,Plane,3.762709,4.020383,3.891546,10.8458,180,0,FALSE,,,0,23.04,0,0,0
18.7,033_04Jul2026_1601,-1.408886,1.945098,-0.4107914,Plane,3.294287,None,Plane,3.852144,4.110614,3.981379,20.31996,180,0,FALSE,,,0,18.27,0,0,0
18.8,033_04Jul2026_1601,-1.429982,1.94516,-0.424819,Plane,3.393738,None,Plane,3.857662,4.112521,3.985092,19.40612,180,0,FALSE,,,0,14.61,0,0,0
18.9,033_04Jul2026_1601,-1.452299,1.941896,-0.4388284,Plane,3.494682,None,Plane,4.100665,4.230047,4.165356,113.0854,180,0,FALSE,,,0,5.94,0,0,0
19,033_04Jul2026_1601,-1.481988,1.937938,-0.4537783,Plane,3.597786,None,Plane,4.095891,4.248793,4.172341,11.43048,180,0,FALSE,,,0,5.73,0,0,0
19.1,033_04Jul2026_1601,-1.512048,1.934698,-0.4634864,Plane,3.698973,None,Plane,4.012767,4.140312,4.07654,5.942812,180,0,FALSE,,,0,5.55,0,0,0
19.2,033_04Jul2026_1601,-1.534449,1.928747,-0.4700223,Plane,3.797688,None,Plane,3.729357,3.846471,3.787914,164.4268,180,0,FALSE,,,0,25.88,0,0,0
19.3,033_04Jul2026_1601,-1.541665,1.91656,-0.4664124,Plane,3.898466,None,Plane,3.852072,3.936279,3.894175,43.59306,180,0,FALSE,,,0,12.51,0,0,0
19.4,033_04Jul2026_1601,-1.533703,1.91723,-0.4658672,Plane,3.997515,None,Plane,3.621784,3.697148,3.659466,44.24357,180,0,FALSE,,,0,16.15,0,0,0
19.5,033_04Jul2026_1601,-1.51772,1.926351,-0.4686352,Plane,4.098389,None,Plane,3.78896,3.813934,3.801447,27.76317,180,0,FALSE,,,0,26.05,0,0,0
19.6,033_04Jul2026_1601,-1.506241,1.927896,-0.4699056,Plane,4.197451,None,Plane,3.848623,3.904779,3.876701,6.819029,180,0,FALSE,,,0,26.02,0,0,0
19.7,033_04Jul2026_1601,-1.491575,1.926416,-0.4671022,Plane,4.297646,None,Plane,3.929375,3.966668,3.948022,15.85471,180,0,FALSE,,,0,19.19,0,0,0
19.8,033_04Jul2026_1601,-1.471963,1.928219,-0.4617414,Plane,4.39747,None,Plane,3.907291,4.000463,3.953877,19.19071,180,0,FALSE,,,0,17.27,0,0,0
19.9,033_04Jul2026_1601,-1.449234,1.934759,-0.4572316,Plane,4.497747,None,Plane,3.821962,3.951686,3.886824,15.87856,180,0,FALSE,,,0,16.28,0,0,0
20,033_04Jul2026_1601,-1.42644,1.942234,-0.4539881,Plane,4.597963,None,Plane,3.846126,3.916023,3.881074,33.59718,180,0,FALSE,,,0,15.81,0,0,0
20.1,033_04Jul2026_1601,-1.406701,1.94539,-0.4486559,Plane,4.697578,None,Plane,3.811425,3.897817,3.854621,12.80263,180,0,FALSE,,,0,18.11,0,0,0
20.2,033_04Jul2026_1601,-1.387057,1.941071,-0.4468032,Plane,4.798016,None,Plane,3.838704,3.890923,3.864813,11.30795,180,0,FALSE,,,0,22.13,0,0,0
20.3,033_04Jul2026_1601,-1.374653,1.932813,-0.4446814,Plane,4.89802,None,Plane,3.837712,4.014215,3.925963,53.1758,180,0,FALSE,,,0,21.47,0,0,0
20.4,033_04Jul2026_1601,-1.377522,1.936351,-0.4437499,Plane,4.99789,None,Plane,3.901945,4.050569,3.976257,10.71661,180,0,FALSE,,,0,24.96,0,0,0
20.5,033_04Jul2026_1601,-1.384238,1.944299,-0.4540343,None,0,Plane,None,3.973021,4.116437,4.044729,40.32736,180,0,FALSE,None,None,,,,,
20.6,033_04Jul2026_1601,-1.385744,1.947095,-0.4750574,None,0.1002216,Plane,None,3.94523,4.114518,4.029874,9.11625,180,0,FALSE,None,None,,,,,
20.7,033_04Jul2026_1601,-1.394423,1.941547,-0.4879816,Plane,0,None,Plane,3.937464,4.11782,4.027642,55.6474,180,0,FALSE,,,0,42.67,0,0,0
20.8,033_04Jul2026_1601,-1.410958,1.94208,-0.4952895,Plane,0.09985924,None,Plane,3.96305,4.101644,4.032347,3.711451,180,0,FALSE,,,0,38.82,0,0,0
20.9,033_04Jul2026_1601,-1.436542,1.938671,-0.4938111,Plane,0.2050743,None,Plane,3.989875,4.225567,4.107721,16.89408,180,0,FALSE,,,0,26.24,0,0,0
21,033_04Jul2026_1601,-1.462924,1.934461,-0.4905129,Plane,0.3052235,None,Plane,3.972014,4.130947,4.05148,10.98213,180,0,FALSE,,,0,23.31,0,0,0
21.1,033_04Jul2026_1601,-1.483946,1.93561,-0.4794005,Plane,0.4050083,None,Plane,3.926805,4.210319,4.068562,6.870481,180,0,FALSE,,,0,25.01,0,0,0
21.2,033_04Jul2026_1601,-1.481296,1.936156,-0.4607798,Plane,0.4944553,None,Plane,4.168919,4.315832,4.242375,81.72735,180,0,FALSE,,,0,32.61,0,0,0
21.3,033_04Jul2026_1601,-1.459166,1.946905,-0.4404305,None,0,Plane,None,4.004435,4.114945,4.05969,51.35225,180,0,FALSE,None,None,,,,,
21.4,033_04Jul2026_1601,-1.431878,1.956319,-0.4245977,Plane,0,None,Plane,4.213497,4.267447,4.240472,30.52693,180,0,FALSE,,,0,30.33,0,0,0
21.5,033_04Jul2026_1601,-1.404853,1.960616,-0.412572,Plane,0.09962654,None,Plane,4.174092,4.215142,4.194617,19.79184,180,0,FALSE,,,0,35.83,0,0,0
21.6,033_04Jul2026_1601,-1.38014,1.961887,-0.4038795,Plane,0.1998615,None,Plane,4.318587,4.43292,4.375753,165.8187,180,0,FALSE,,,0,16.63,0,0,0
21.7,033_04Jul2026_1601,-1.360024,1.962071,-0.3960639,Plane,0.2893581,None,Plane,4.335925,4.482598,4.409261,29.14379,180,0,FALSE,,,0,16.03,0,0,0
21.8,033_04Jul2026_1601,-1.334237,1.966372,-0.3900398,Plane,0.3891144,None,Plane,4.321368,4.403731,4.362549,21.75457,180,0,FALSE,,,0,17.76,0,0,0
21.9,033_04Jul2026_1601,-1.303405,1.96277,-0.3765565,Plane,0.5003986,None,Plane,4.28021,4.342069,4.31114,31.18197,180,0,FALSE,,,0,12.95,0,0,0
22,033_04Jul2026_1601,-1.270482,1.961316,-0.3555739,Plane,0.6002846,None,Plane,4.107679,4.190959,4.14932,40.78126,180,0,FALSE,,,0,11.5,0,0,0
22.1,033_04Jul2026_1601,-1.245368,1.960147,-0.3330555,Plane,0.6891384,None,Plane,4.063502,4.100667,4.082085,196.4397,180,0,FALSE,,,0,12.57,0,0,0
22.2,033_04Jul2026_1601,-1.225493,1.956653,-0.3094541,Plane,0.7892227,None,Plane,3.979475,4.02428,4.001878,15.04704,180,0,FALSE,,,0,11.26,0,0,0
22.3,033_04Jul2026_1601,-1.21528,1.950637,-0.287634,Plane,0.9001789,None,Plane,4.001707,4.153593,4.07765,16.63716,180,0,FALSE,,,0,11.87,0,0,0
22.4,033_04Jul2026_1601,-1.211238,1.949522,-0.2774757,Plane,1.000069,None,Plane,3.984803,4.14638,4.065591,66.43074,180,0,FALSE,,,0,19.03,0,0,0
22.5,033_04Jul2026_1601,-1.211137,1.95461,-0.2813421,Plane,1.100105,None,Plane,4.081565,4.233453,4.157509,20.95718,180,0,FALSE,,,0,25.31,0,0,0
22.6,033_04Jul2026_1601,-1.208207,1.957728,-0.2891103,Plane,1.189669,None,Plane,4.135005,4.242614,4.188809,13.1177,180,0,FALSE,,,0,32.91,0,0,0
22.7,033_04Jul2026_1601,-1.201471,1.952427,-0.2997723,Plane,1.29994,None,Plane,4.432377,4.532364,4.48237,120.2257,180,0,FALSE,,,0,6.82,0,0,0
22.8,033_04Jul2026_1601,-1.201089,1.946226,-0.312842,Plane,1.393131,None,Plane,4.447115,4.586738,4.516927,36.40325,180,0,FALSE,,,0,5.67,0,0,0
22.9,033_04Jul2026_1601,-1.204066,1.943658,-0.3275655,Plane,1.492468,None,Plane,4.448358,4.577188,4.512773,10.23818,180,0,FALSE,,,0,5.48,0,0,0
23,033_04Jul2026_1601,-1.215482,1.940829,-0.3435637,Plane,1.593096,None,Plane,4.421617,4.46174,4.441678,19.41753,180,0,FALSE,,,0,5.35,0,0,0
23.1,033_04Jul2026_1601,-1.233641,1.935994,-0.3624903,Plane,1.692806,None,Plane,4.321767,4.310638,4.316203,61.61855,180,0,FALSE,,,0,4.34,0,0,0
23.2,033_04Jul2026_1601,-1.251724,1.932645,-0.3820279,Plane,1.793203,None,Plane,4.187042,4.212577,4.199809,11.07135,180,0,FALSE,,,0,4.49,0,0,0
23.3,033_04Jul2026_1601,-1.269999,1.931384,-0.4004448,Plane,1.892651,None,Plane,4.032203,4.077056,4.054629,42.1562,180,0,FALSE,,,0,5.15,0,0,0
23.4,033_04Jul2026_1601,-1.283379,1.929914,-0.4100394,Plane,1.992722,None,Plane,3.876144,3.953619,3.914881,166.0967,180,0,FALSE,,,0,17.08,0,0,0
23.5,033_04Jul2026_1601,-1.286753,1.925184,-0.4070888,Plane,2.092802,None,Plane,3.912707,4.010472,3.961589,33.50932,180,0,FALSE,,,0,17.32,0,0,0
23.6,033_04Jul2026_1601,-1.290232,1.924853,-0.4010384,Plane,2.192453,None,Plane,3.876289,3.986519,3.931404,6.57207,180,0,FALSE,,,0,17.61,0,0,0
23.7,033_04Jul2026_1601,-1.288216,1.928003,-0.3917072,Plane,2.292612,None,Plane,3.934391,4.002621,3.968506,8.990595,180,0,FALSE,,,0,19.87,0,0,0
23.8,033_04Jul2026_1601,-1.28202,1.932312,-0.3841987,Plane,2.392677,None,Plane,3.897459,3.935668,3.916563,121.0584,180,0,FALSE,,,0,32.85,0,0,0
23.9,033_04Jul2026_1601,-1.278304,1.929213,-0.3734809,Plane,2.492313,None,Plane,3.924491,3.991313,3.957902,27.26053,180,0,FALSE,,,0,18.21,0,0,0
